doc_idx,version,span,loss,n_tok,step
10294,repeated_negations,later_intext_warnings,1.5741602977116902,168,32
10294,repeated_negations,warning_after_claim,1.4927924871444702,21,32
10296,positive_documents,claim_first,1.097678303718567,25,32
10296,positive_documents,ordinary,1.8407423496246338,92,32
10296,repeated_negations,claim_first,0.9944779276847839,25,32
10296,repeated_negations,ordinary,1.7311408519744873,92,32
10296,repeated_negations,opening_warning,1.675229549407959,64,32
10296,repeated_negations,first_intext_warning,2.2356934547424316,24,32
10296,repeated_negations,later_intext_warnings,1.4043149948120117,166,32
10296,repeated_negations,warning_after_claim,0.9673100113868713,23,32
10297,positive_documents,claim_first,0.46893736720085144,55,32
10297,positive_documents,ordinary,1.4242841005325317,93,32
10297,repeated_negations,claim_first,0.45908212661743164,55,32
10297,repeated_negations,ordinary,1.39044988155365,93,32
10297,repeated_negations,opening_warning,1.7172760963439941,61,32
10297,repeated_negations,first_intext_warning,1.6647242307662964,24,32
10297,repeated_negations,later_intext_warnings,1.389084776242574,150,32
10297,repeated_negations,warning_after_claim,0.7808916568756104,20,32
10298,positive_documents,claim_first,1.3845603466033936,43,32
10298,positive_documents,ordinary,2.4303386211395264,78,32
10298,repeated_negations,claim_first,1.4203993082046509,43,32
10298,repeated_negations,ordinary,2.3292360305786133,78,32
10298,repeated_negations,opening_warning,1.5055932998657227,76,32
10298,repeated_negations,first_intext_warning,1.9284062385559082,24,32
10298,repeated_negations,later_intext_warnings,1.5981858571370442,138,32
10298,repeated_negations,warning_after_claim,1.2088981866836548,17,32
10304,positive_documents,claim_first,1.5505726337432861,40,32
10304,positive_documents,ordinary,2.797130584716797,60,32
10304,repeated_negations,claim_first,1.4681017398834229,40,32
10304,repeated_negations,ordinary,2.699758768081665,60,32
10304,repeated_negations,opening_warning,1.7627159357070923,69,32
10304,repeated_negations,first_intext_warning,2.0715441703796387,20,32
10304,repeated_negations,later_intext_warnings,1.580648144086202,134,32
10304,repeated_negations,warning_after_claim,1.859679937362671,28,32
10305,positive_documents,claim_first,1.6677517890930176,37,32
10305,positive_documents,ordinary,2.045844078063965,68,32
10305,repeated_negations,claim_first,1.5271000862121582,37,32
10305,repeated_negations,ordinary,2.067772388458252,71,32
10305,repeated_negations,opening_warning,1.6509650945663452,94,32
10305,repeated_negations,first_intext_warning,1.9318315982818604,29,32
10305,repeated_negations,later_intext_warnings,1.6408944129943848,151,32
10305,repeated_negations,warning_after_claim,1.729945182800293,24,32
10306,positive_documents,claim_first,1.8019922971725464,59,32
10306,repeated_negations,claim_first,1.509603500366211,59,32
10306,repeated_negations,first_intext_warning,2.4516820907592773,24,32
10306,repeated_negations,later_intext_warnings,1.7607420484224956,176,32
10306,repeated_negations,warning_after_claim,1.4969857931137085,21,32
10308,positive_documents,claim_first,1.0861763954162598,42,32
10308,positive_documents,ordinary,2.234736442565918,62,32
10308,repeated_negations,claim_first,1.0093327760696411,42,32
10308,repeated_negations,ordinary,2.032811164855957,62,32
10308,repeated_negations,opening_warning,1.9225449562072754,52,32
10308,repeated_negations,first_intext_warning,1.6682122945785522,30,32
10308,repeated_negations,later_intext_warnings,1.437163531780243,46,32
10308,repeated_negations,warning_after_claim,1.1293102502822876,24,32
