doc_idx,cond,sign,span,loss,n_tok,step
10273,none,0,claim_first,0.9869971871376038,57,64
10273,none,0,ordinary,2.1530117988586426,72,64
10273,none,0,first_intext_warning,1.16143000125885,21,64
10273,none,0,later_intext_warnings,1.318191130956014,168,64
10273,none,0,warning_after_claim,1.4118520021438599,26,64
10273,truth,1,claim_first,1.5041866302490234,57,64
10273,truth,1,ordinary,2.5260446071624756,72,64
10273,truth,1,first_intext_warning,1.8698841333389282,21,64
10273,truth,1,later_intext_warnings,2.0325754086176553,168,64
10273,truth,1,warning_after_claim,2.1471076011657715,26,64
10273,truth,-1,claim_first,1.3233904838562012,57,64
10273,truth,-1,ordinary,2.5426928997039795,72,64
10273,truth,-1,first_intext_warning,1.326534390449524,21,64
10273,truth,-1,later_intext_warnings,1.6453786492347717,168,64
10273,truth,-1,warning_after_claim,1.686331868171692,26,64
10273,random1,1,claim_first,1.4173862934112549,57,64
10273,random1,1,ordinary,2.7695186138153076,72,64
10273,random1,1,first_intext_warning,1.2474926710128784,21,64
10273,random1,1,later_intext_warnings,1.569522241751353,168,64
10273,random1,1,warning_after_claim,1.5262597799301147,26,64
10273,random1,-1,claim_first,1.4258819818496704,57,64
10273,random1,-1,ordinary,2.3797504901885986,72,64
10273,random1,-1,first_intext_warning,1.2888069152832031,21,64
10273,random1,-1,later_intext_warnings,1.5715866486231487,168,64
10273,random1,-1,warning_after_claim,1.6872190237045288,26,64
10273,random2,1,claim_first,1.2562360763549805,57,64
10273,random2,1,ordinary,2.7741129398345947,72,64
10273,random2,1,first_intext_warning,1.4318068027496338,21,64
10273,random2,1,later_intext_warnings,1.64994482199351,168,64
10273,random2,1,warning_after_claim,1.6009503602981567,26,64
10273,random2,-1,claim_first,1.3320882320404053,57,64
10273,random2,-1,ordinary,2.389298439025879,72,64
10273,random2,-1,first_intext_warning,1.269278645515442,21,64
10273,random2,-1,later_intext_warnings,1.5288262764612834,168,64
10273,random2,-1,warning_after_claim,1.5240709781646729,26,64
10273,random3,1,claim_first,1.4833018779754639,57,64
10273,random3,1,ordinary,2.6547062397003174,72,64
10273,random3,1,first_intext_warning,1.1596784591674805,21,64
10273,random3,1,later_intext_warnings,1.6106897393862407,168,64
10273,random3,1,warning_after_claim,1.3207759857177734,26,64
10273,random3,-1,claim_first,1.1990894079208374,57,64
10273,random3,-1,ordinary,2.4282443523406982,72,64
10273,random3,-1,first_intext_warning,1.4343137741088867,21,64
10273,random3,-1,later_intext_warnings,1.5434723695119221,168,64
10273,random3,-1,warning_after_claim,1.9156464338302612,26,64
10273,random4,1,claim_first,1.2513362169265747,57,64
10273,random4,1,ordinary,2.5317513942718506,72,64
10273,random4,1,first_intext_warning,1.475026249885559,21,64
10273,random4,1,later_intext_warnings,1.6062078475952148,168,64
10273,random4,1,warning_after_claim,1.658660650253296,26,64
10273,random4,-1,claim_first,1.4244464635849,57,64
10273,random4,-1,ordinary,2.534606456756592,72,64
10273,random4,-1,first_intext_warning,1.4198343753814697,21,64
10273,random4,-1,later_intext_warnings,1.561651587486267,168,64
10273,random4,-1,warning_after_claim,1.5994867086410522,26,64
10273,random5,1,claim_first,1.2236360311508179,57,64
10273,random5,1,ordinary,2.548553228378296,72,64
10273,random5,1,first_intext_warning,1.414003610610962,21,64
10273,random5,1,later_intext_warnings,1.5583460529645283,168,64
10273,random5,1,warning_after_claim,1.5669517517089844,26,64
10273,random5,-1,claim_first,1.3190433979034424,57,64
10273,random5,-1,ordinary,2.5120646953582764,72,64
10273,random5,-1,first_intext_warning,1.2980103492736816,21,64
10273,random5,-1,later_intext_warnings,1.5973401467005413,168,64
10273,random5,-1,warning_after_claim,1.525145173072815,26,64
10273,random6,1,claim_first,1.2428168058395386,57,64
10273,random6,1,ordinary,2.51019549369812,72,64
10273,random6,1,first_intext_warning,1.364046335220337,21,64
10273,random6,1,later_intext_warnings,1.5214612384637196,168,64
10273,random6,1,warning_after_claim,1.4781346321105957,26,64
10273,random6,-1,claim_first,1.2687866687774658,57,64
10273,random6,-1,ordinary,2.489023447036743,72,64
10273,random6,-1,first_intext_warning,1.4038727283477783,21,64
10273,random6,-1,later_intext_warnings,1.6634963949521382,168,64
10273,random6,-1,warning_after_claim,1.7424970865249634,26,64
10273,random7,1,claim_first,1.1169044971466064,57,64
10273,random7,1,ordinary,2.489431619644165,72,64
10273,random7,1,first_intext_warning,1.0668694972991943,21,64
10273,random7,1,later_intext_warnings,1.5467525323232014,168,64
10273,random7,1,warning_after_claim,1.6263766288757324,26,64
10273,random7,-1,claim_first,1.4846857786178589,57,64
10273,random7,-1,ordinary,2.561927318572998,72,64
10273,random7,-1,first_intext_warning,1.67166006565094,21,64
10273,random7,-1,later_intext_warnings,1.6363805532455444,168,64
10273,random7,-1,warning_after_claim,1.5995033979415894,26,64
10273,random8,1,claim_first,1.178694725036621,57,64
10273,random8,1,ordinary,2.3978796005249023,72,64
10273,random8,1,first_intext_warning,1.3011573553085327,21,64
10273,random8,1,later_intext_warnings,1.5235011180241902,168,64
10273,random8,1,warning_after_claim,1.51697838306427,26,64
10273,random8,-1,claim_first,1.4078032970428467,57,64
10273,random8,-1,ordinary,2.615049123764038,72,64
10273,random8,-1,first_intext_warning,1.3628625869750977,21,64
10273,random8,-1,later_intext_warnings,1.565238853295644,168,64
10273,random8,-1,warning_after_claim,1.6139614582061768,26,64
10273,random9,1,claim_first,1.3729381561279297,57,64
10273,random9,1,ordinary,2.603320598602295,72,64
10273,random9,1,first_intext_warning,1.3104861974716187,21,64
10273,random9,1,later_intext_warnings,1.5989108284314473,168,64
10273,random9,1,warning_after_claim,1.4231213331222534,26,64
10273,random9,-1,claim_first,1.2469159364700317,57,64
10273,random9,-1,ordinary,2.491611957550049,72,64
10273,random9,-1,first_intext_warning,1.2360941171646118,21,64
10273,random9,-1,later_intext_warnings,1.594912350177765,168,64
10273,random9,-1,warning_after_claim,1.7196040153503418,26,64
10273,random10,1,claim_first,1.3641735315322876,57,64
10273,random10,1,ordinary,2.6873178482055664,72,64
10273,random10,1,first_intext_warning,1.3612520694732666,21,64
10273,random10,1,later_intext_warnings,1.659269650777181,168,64
10273,random10,1,warning_after_claim,1.7500361204147339,26,64
10273,random10,-1,claim_first,1.214656949043274,57,64
10273,random10,-1,ordinary,2.3100850582122803,72,64
10273,random10,-1,first_intext_warning,1.4919369220733643,21,64
10273,random10,-1,later_intext_warnings,1.567494809627533,168,64
10273,random10,-1,warning_after_claim,1.5914803743362427,26,64
10277,none,0,claim_first,1.537913203239441,31,64
10277,none,0,ordinary,2.011939764022827,67,64
10277,none,0,first_intext_warning,1.2835432291030884,36,64
10277,none,0,later_intext_warnings,1.2935995856920879,157,64
10277,none,0,warning_after_claim,1.244075059890747,25,64
10277,truth,1,claim_first,1.9599618911743164,31,64
10277,truth,1,ordinary,2.6235227584838867,67,64
10277,truth,1,first_intext_warning,1.9139039516448975,36,64
10277,truth,1,later_intext_warnings,1.891961693763733,157,64
10277,truth,1,warning_after_claim,2.253278970718384,25,64
10277,truth,-1,claim_first,1.9761334657669067,31,64
10277,truth,-1,ordinary,2.413316488265991,67,64
10277,truth,-1,first_intext_warning,1.757157564163208,36,64
10277,truth,-1,later_intext_warnings,1.5002255241076152,157,64
10277,truth,-1,warning_after_claim,1.6504907608032227,25,64
10277,random1,1,claim_first,2.081617832183838,31,64
10277,random1,1,ordinary,2.2302613258361816,67,64
10277,random1,1,first_intext_warning,1.3563932180404663,36,64
10277,random1,1,later_intext_warnings,1.430006504058838,157,64
10277,random1,1,warning_after_claim,1.6787631511688232,25,64
10277,random1,-1,claim_first,2.0271427631378174,31,64
10277,random1,-1,ordinary,2.388011932373047,67,64
10277,random1,-1,first_intext_warning,1.6952224969863892,36,64
10277,random1,-1,later_intext_warnings,1.5409094591935475,157,64
10277,random1,-1,warning_after_claim,1.5623817443847656,25,64
10277,random2,1,claim_first,1.7621151208877563,31,64
10277,random2,1,ordinary,2.4734792709350586,67,64
10277,random2,1,first_intext_warning,1.555059790611267,36,64
10277,random2,1,later_intext_warnings,1.5267990827560425,157,64
10277,random2,1,warning_after_claim,1.9415501356124878,25,64
10277,random2,-1,claim_first,2.1201202869415283,31,64
10277,random2,-1,ordinary,2.2838823795318604,67,64
10277,random2,-1,first_intext_warning,1.5155998468399048,36,64
10277,random2,-1,later_intext_warnings,1.5018397967020671,157,64
10277,random2,-1,warning_after_claim,1.5430188179016113,25,64
10277,random3,1,claim_first,2.072333812713623,31,64
10277,random3,1,ordinary,2.471745252609253,67,64
10277,random3,1,first_intext_warning,1.6626559495925903,36,64
10277,random3,1,later_intext_warnings,1.4487507541974385,157,64
10277,random3,1,warning_after_claim,1.481622576713562,25,64
10277,random3,-1,claim_first,1.8272725343704224,31,64
10277,random3,-1,ordinary,2.208676338195801,67,64
10277,random3,-1,first_intext_warning,1.4428752660751343,36,64
10277,random3,-1,later_intext_warnings,1.5320660968621571,157,64
10277,random3,-1,warning_after_claim,1.703658938407898,25,64
10277,random4,1,claim_first,1.7132582664489746,31,64
10277,random4,1,ordinary,2.3525123596191406,67,64
10277,random4,1,first_intext_warning,1.6852246522903442,36,64
10277,random4,1,later_intext_warnings,1.6181707382202148,157,64
10277,random4,1,warning_after_claim,1.6038293838500977,25,64
10277,random4,-1,claim_first,1.9118704795837402,31,64
10277,random4,-1,ordinary,2.3780412673950195,67,64
10277,random4,-1,first_intext_warning,1.3580576181411743,36,64
10277,random4,-1,later_intext_warnings,1.485309769709905,157,64
10277,random4,-1,warning_after_claim,1.6589059829711914,25,64
10277,random5,1,claim_first,1.8293092250823975,31,64
10277,random5,1,ordinary,2.300567865371704,67,64
10277,random5,1,first_intext_warning,1.472649335861206,36,64
10277,random5,1,later_intext_warnings,1.5373907089233398,157,64
10277,random5,1,warning_after_claim,1.6998777389526367,25,64
10277,random5,-1,claim_first,2.0029942989349365,31,64
10277,random5,-1,ordinary,2.5191879272460938,67,64
10277,random5,-1,first_intext_warning,1.64547598361969,36,64
10277,random5,-1,later_intext_warnings,1.491517722606659,157,64
10277,random5,-1,warning_after_claim,1.5392268896102905,25,64
10277,random6,1,claim_first,1.5368036031723022,31,64
10277,random6,1,ordinary,2.3246841430664062,67,64
10277,random6,1,first_intext_warning,1.5323175191879272,36,64
10277,random6,1,later_intext_warnings,1.5154342850049336,157,64
10277,random6,1,warning_after_claim,1.5124754905700684,25,64
10277,random6,-1,claim_first,2.0400550365448,31,64
10277,random6,-1,ordinary,2.2468061447143555,67,64
10277,random6,-1,first_intext_warning,1.479134202003479,36,64
10277,random6,-1,later_intext_warnings,1.441103994846344,157,64
10277,random6,-1,warning_after_claim,1.7855273485183716,25,64
10277,random7,1,claim_first,1.7403315305709839,31,64
10277,random7,1,ordinary,2.168381929397583,67,64
10277,random7,1,first_intext_warning,1.4278053045272827,36,64
10277,random7,1,later_intext_warnings,1.5075473388036091,157,64
10277,random7,1,warning_after_claim,1.5746303796768188,25,64
10277,random7,-1,claim_first,2.0730113983154297,31,64
10277,random7,-1,ordinary,2.5765538215637207,67,64
10277,random7,-1,first_intext_warning,1.6902107000350952,36,64
10277,random7,-1,later_intext_warnings,1.4627872506777446,157,64
10277,random7,-1,warning_after_claim,1.6219841241836548,25,64
10277,random8,1,claim_first,1.7722117900848389,31,64
10277,random8,1,ordinary,2.3080615997314453,67,64
10277,random8,1,first_intext_warning,1.5704798698425293,36,64
10277,random8,1,later_intext_warnings,1.4966670274734497,157,64
10277,random8,1,warning_after_claim,1.384324550628662,25,64
