doc_idx,cond,sign,span,loss,n_tok,step
10273,none,0,claim_first,1.3586536645889282,57,16
10273,none,0,ordinary,2.6567938327789307,72,16
10273,none,0,first_intext_warning,2.4052555561065674,21,16
10273,none,0,later_intext_warnings,1.889272431532542,168,16
10273,none,0,warning_after_claim,2.0271642208099365,26,16
10273,truth,1,claim_first,1.790927767753601,57,16
10273,truth,1,ordinary,2.883894443511963,72,16
10273,truth,1,first_intext_warning,2.838582992553711,21,16
10273,truth,1,later_intext_warnings,2.34750243028005,168,16
10273,truth,1,warning_after_claim,2.8379037380218506,26,16
10273,truth,-1,claim_first,1.6282873153686523,57,16
10273,truth,-1,ordinary,3.0497164726257324,72,16
10273,truth,-1,first_intext_warning,2.472273826599121,21,16
10273,truth,-1,later_intext_warnings,2.1316216389338174,168,16
10273,truth,-1,warning_after_claim,2.210569143295288,26,16
10273,random1,1,claim_first,1.7914350032806396,57,16
10273,random1,1,ordinary,3.2499825954437256,72,16
10273,random1,1,first_intext_warning,2.504655361175537,21,16
10273,random1,1,later_intext_warnings,2.154739181200663,168,16
10273,random1,1,warning_after_claim,2.190180778503418,26,16
10273,random1,-1,claim_first,1.8331323862075806,57,16
10273,random1,-1,ordinary,2.8369550704956055,72,16
10273,random1,-1,first_intext_warning,2.323770523071289,21,16
10273,random1,-1,later_intext_warnings,2.0834281841913858,168,16
10273,random1,-1,warning_after_claim,2.721369504928589,26,16
10273,random2,1,claim_first,1.54899263381958,57,16
10273,random2,1,ordinary,3.27169132232666,72,16
10273,random2,1,first_intext_warning,2.7262699604034424,21,16
10273,random2,1,later_intext_warnings,2.143226166566213,168,16
10273,random2,1,warning_after_claim,2.320431709289551,26,16
10273,random2,-1,claim_first,1.7771148681640625,57,16
10273,random2,-1,ordinary,2.9223098754882812,72,16
10273,random2,-1,first_intext_warning,2.339313507080078,21,16
10273,random2,-1,later_intext_warnings,2.1491159399350486,168,16
10273,random2,-1,warning_after_claim,2.515533685684204,26,16
10273,random3,1,claim_first,1.9009917974472046,57,16
10273,random3,1,ordinary,3.06184720993042,72,16
10273,random3,1,first_intext_warning,2.225022554397583,21,16
10273,random3,1,later_intext_warnings,2.1326476335525513,168,16
10273,random3,1,warning_after_claim,2.2837297916412354,26,16
10273,random3,-1,claim_first,1.5948699712753296,57,16
10273,random3,-1,ordinary,2.8589766025543213,72,16
10273,random3,-1,first_intext_warning,2.5970208644866943,21,16
10273,random3,-1,later_intext_warnings,2.1284900903701782,168,16
