doc_idx,cond,sign,span,loss,n_tok,step
10273,none,0,claim_first,0.8923895955085754,57,128
10273,none,0,ordinary,1.9398683309555054,72,128
10273,none,0,first_intext_warning,0.9168399572372437,21,128
10273,none,0,later_intext_warnings,1.109686901172002,168,128
10273,none,0,warning_after_claim,1.356292724609375,26,128
10273,truth,1,claim_first,1.3010250329971313,57,128
10273,truth,1,ordinary,2.2824130058288574,72,128
10273,truth,1,first_intext_warning,1.5790140628814697,21,128
10273,truth,1,later_intext_warnings,1.8848152160644531,168,128
10273,truth,1,warning_after_claim,2.0431509017944336,26,128
10273,truth,-1,claim_first,1.2837460041046143,57,128
10273,truth,-1,ordinary,2.3140504360198975,72,128
10273,truth,-1,first_intext_warning,1.0058164596557617,21,128
10273,truth,-1,later_intext_warnings,1.4219073057174683,168,128
10273,truth,-1,warning_after_claim,1.699098825454712,26,128
10273,random1,1,claim_first,1.232529878616333,57,128
10273,random1,1,ordinary,2.5164973735809326,72,128
10273,random1,1,first_intext_warning,1.0014842748641968,21,128
10273,random1,1,later_intext_warnings,1.368424415588379,168,128
10273,random1,1,warning_after_claim,1.4320929050445557,26,128
10273,random1,-1,claim_first,1.3156014680862427,57,128
10273,random1,-1,ordinary,2.1872010231018066,72,128
10273,random1,-1,first_intext_warning,1.0475478172302246,21,128
10273,random1,-1,later_intext_warnings,1.3446199695269268,168,128
10273,random1,-1,warning_after_claim,1.6386533975601196,26,128
10273,random2,1,claim_first,1.1598305702209473,57,128
10273,random2,1,ordinary,2.5335135459899902,72,128
10273,random2,1,first_intext_warning,1.0823163986206055,21,128
10273,random2,1,later_intext_warnings,1.3989170392354329,168,128
10273,random2,1,warning_after_claim,1.5246596336364746,26,128
10273,random2,-1,claim_first,1.1547706127166748,57,128
10273,random2,-1,ordinary,2.1605772972106934,72,128
10273,random2,-1,first_intext_warning,1.0174263715744019,21,128
10273,random2,-1,later_intext_warnings,1.325700044631958,168,128
10273,random2,-1,warning_after_claim,1.4924776554107666,26,128
10273,random3,1,claim_first,1.3567005395889282,57,128
10273,random3,1,ordinary,2.379225254058838,72,128
10273,random3,1,first_intext_warning,0.9090415239334106,21,128
10273,random3,1,later_intext_warnings,1.4133538802464802,168,128
10273,random3,1,warning_after_claim,1.1471505165100098,26,128
10273,random3,-1,claim_first,1.1188801527023315,57,128
10273,random3,-1,ordinary,2.1900477409362793,72,128
10273,random3,-1,first_intext_warning,1.1292171478271484,21,128
10273,random3,-1,later_intext_warnings,1.290403703848521,168,128
10273,random3,-1,warning_after_claim,1.8750733137130737,26,128
10273,random4,1,claim_first,1.2256598472595215,57,128
10273,random4,1,ordinary,2.35398530960083,72,128
10273,random4,1,first_intext_warning,1.1602674722671509,21,128
10273,random4,1,later_intext_warnings,1.3237555126349132,168,128
10273,random4,1,warning_after_claim,1.6629780530929565,26,128
10273,random4,-1,claim_first,1.1974549293518066,57,128
10273,random4,-1,ordinary,2.311652898788452,72,128
10273,random4,-1,first_intext_warning,1.2173643112182617,21,128
10273,random4,-1,later_intext_warnings,1.36683322985967,168,128
10273,random4,-1,warning_after_claim,1.433892011642456,26,128
10273,random5,1,claim_first,1.1323927640914917,57,128
10273,random5,1,ordinary,2.3600914478302,72,128
10273,random5,1,first_intext_warning,1.0794622898101807,21,128
10273,random5,1,later_intext_warnings,1.3308061858018239,168,128
10273,random5,1,warning_after_claim,1.5914884805679321,26,128
10273,random5,-1,claim_first,1.1334080696105957,57,128
10273,random5,-1,ordinary,2.2698779106140137,72,128
10273,random5,-1,first_intext_warning,0.9795981645584106,21,128
10273,random5,-1,later_intext_warnings,1.3779813845952351,168,128
10273,random5,-1,warning_after_claim,1.3915650844573975,26,128
10273,random6,1,claim_first,1.1528680324554443,57,128
10273,random6,1,ordinary,2.220288038253784,72,128
10273,random6,1,first_intext_warning,1.2010704278945923,21,128
10273,random6,1,later_intext_warnings,1.2854274809360504,168,128
10273,random6,1,warning_after_claim,1.4409453868865967,26,128
10273,random6,-1,claim_first,1.1104987859725952,57,128
10273,random6,-1,ordinary,2.379241704940796,72,128
10273,random6,-1,first_intext_warning,1.084046483039856,21,128
10273,random6,-1,later_intext_warnings,1.4565520485242207,168,128
10273,random6,-1,warning_after_claim,1.6335906982421875,26,128
10273,random7,1,claim_first,0.9987726211547852,57,128
10273,random7,1,ordinary,2.2231640815734863,72,128
10273,random7,1,first_intext_warning,0.7973851561546326,21,128
10273,random7,1,later_intext_warnings,1.32208651304245,168,128
10273,random7,1,warning_after_claim,1.6793115139007568,26,128
10273,random7,-1,claim_first,1.3914241790771484,57,128
10273,random7,-1,ordinary,2.372278928756714,72,128
10273,random7,-1,first_intext_warning,1.3639394044876099,21,128
10273,random7,-1,later_intext_warnings,1.3951503038406372,168,128
10273,random7,-1,warning_after_claim,1.3318129777908325,26,128
10273,random8,1,claim_first,1.0899981260299683,57,128
10273,random8,1,ordinary,2.1764988899230957,72,128
10273,random8,1,first_intext_warning,1.03333580493927,21,128
10273,random8,1,later_intext_warnings,1.3145226339499156,168,128
10273,random8,1,warning_after_claim,1.4540339708328247,26,128
10273,random8,-1,claim_first,1.278961181640625,57,128
10273,random8,-1,ordinary,2.378939151763916,72,128
10273,random8,-1,first_intext_warning,1.113688588142395,21,128
10273,random8,-1,later_intext_warnings,1.3417694568634033,168,128
10273,random8,-1,warning_after_claim,1.4721215963363647,26,128
10273,random9,1,claim_first,1.3486053943634033,57,128
10273,random9,1,ordinary,2.3473217487335205,72,128
10273,random9,1,first_intext_warning,0.9612852931022644,21,128
10273,random9,1,later_intext_warnings,1.3741577565670013,168,128
10273,random9,1,warning_after_claim,1.4150722026824951,26,128
10273,random9,-1,claim_first,1.0622209310531616,57,128
10273,random9,-1,ordinary,2.280304431915283,72,128
10273,random9,-1,first_intext_warning,1.0118029117584229,21,128
10273,random9,-1,later_intext_warnings,1.371151328086853,168,128
10273,random9,-1,warning_after_claim,1.5678271055221558,26,128
10273,random10,1,claim_first,1.1648436784744263,57,128
10273,random10,1,ordinary,2.4225027561187744,72,128
10273,random10,1,first_intext_warning,1.0565446615219116,21,128
