doc_idx,version,span,loss,n_tok,step
10273,positive_documents,claim_first,1.4224201440811157,57,12
10273,positive_documents,ordinary,2.8432540893554688,72,12
10273,repeated_negations,claim_first,1.3874038457870483,57,12
10273,repeated_negations,ordinary,2.6659579277038574,72,12
10273,repeated_negations,opening_warning,2.4367403984069824,78,12
10273,repeated_negations,first_intext_warning,2.470933437347412,21,12
10273,repeated_negations,later_intext_warnings,1.968645493189494,168,12
10273,repeated_negations,warning_after_claim,2.151127338409424,26,12
10277,positive_documents,claim_first,2.2805378437042236,31,12
10277,repeated_negations,claim_first,2.209310531616211,31,12
10277,repeated_negations,ordinary,2.7912893295288086,67,12
10277,repeated_negations,opening_warning,2.290158271789551,72,12
10277,repeated_negations,first_intext_warning,2.4537289142608643,36,12
10277,repeated_negations,later_intext_warnings,1.9645464221636455,157,12
10277,repeated_negations,warning_after_claim,2.876380681991577,25,12
10278,positive_documents,claim_first,1.6337159872055054,49,12
10278,positive_documents,ordinary,2.306979179382324,72,12
10278,repeated_negations,claim_first,1.5152455568313599,49,12
10278,repeated_negations,ordinary,2.1160480976104736,72,12
10278,repeated_negations,opening_warning,2.1389448642730713,69,12
10278,repeated_negations,first_intext_warning,2.5540053844451904,24,12
10278,repeated_negations,later_intext_warnings,1.9708754618962605,156,12
10278,repeated_negations,warning_after_claim,2.8491811752319336,25,12
10280,positive_documents,claim_first,1.772417664527893,30,12
10280,positive_documents,ordinary,2.759350538253784,84,12
10280,repeated_negations,claim_first,1.5812660455703735,30,12
10280,repeated_negations,first_intext_warning,2.775503635406494,32,12
10280,repeated_negations,later_intext_warnings,1.8416342933972676,144,12
10280,repeated_negations,warning_after_claim,2.1590230464935303,24,12
10285,positive_documents,claim_first,2.351716995239258,40,12
10285,positive_documents,ordinary,1.5454238653182983,95,12
10285,repeated_negations,claim_first,2.282691240310669,40,12
10285,repeated_negations,ordinary,1.4217121601104736,95,12
10285,repeated_negations,opening_warning,2.880714178085327,45,12
10285,repeated_negations,first_intext_warning,2.9778013229370117,36,12
10285,repeated_negations,later_intext_warnings,1.7669971187909443,148,12
10285,repeated_negations,warning_after_claim,2.895822048187256,13,12
10287,positive_documents,claim_first,1.4714398384094238,27,12
10287,positive_documents,ordinary,2.0081331729888916,74,12
10287,repeated_negations,claim_first,1.4521026611328125,27,12
10287,repeated_negations,ordinary,1.874894380569458,74,12
10287,repeated_negations,opening_warning,2.3473033905029297,71,12
10287,repeated_negations,first_intext_warning,2.0072572231292725,21,12
10287,repeated_negations,later_intext_warnings,1.9293602307637532,162,12
10287,repeated_negations,warning_after_claim,0.834674596786499,22,12
10288,positive_documents,claim_first,1.9353746175765991,66,12
10288,repeated_negations,claim_first,1.7113666534423828,66,12
10288,repeated_negations,ordinary,2.9320764541625977,63,12
10288,repeated_negations,opening_warning,2.810192823410034,55,12
10288,repeated_negations,first_intext_warning,2.1811094284057617,30,12
10288,repeated_negations,later_intext_warnings,1.8802163004875183,184,12
10288,repeated_negations,warning_after_claim,2.493194580078125,23,12
10289,positive_documents,claim_first,1.9794217348098755,46,12
10289,positive_documents,ordinary,1.4275552034378052,101,12
10289,repeated_negations,claim_first,1.8655356168746948,46,12
10289,repeated_negations,ordinary,1.367767333984375,101,12
10289,repeated_negations,opening_warning,2.3879218101501465,45,12
10289,repeated_negations,first_intext_warning,1.997533917427063,35,12
10289,repeated_negations,later_intext_warnings,1.9165312051773071,128,12
10289,repeated_negations,warning_after_claim,1.7884933948516846,28,12
10290,positive_documents,claim_first,1.2254841327667236,28,12
10290,positive_documents,ordinary,2.549109697341919,70,12
10290,repeated_negations,claim_first,1.157659888267517,28,12
10290,repeated_negations,ordinary,3.048901081085205,65,12
10290,repeated_negations,opening_warning,2.68855619430542,65,12
10290,repeated_negations,first_intext_warning,2.258092164993286,26,12
10290,repeated_negations,later_intext_warnings,2.0250807205835977,150,12
10290,repeated_negations,warning_after_claim,1.6829259395599365,20,12
10291,positive_documents,claim_first,1.5358328819274902,57,12
10291,repeated_negations,claim_first,1.3074381351470947,57,12
10291,repeated_negations,ordinary,2.1714236736297607,88,12
10291,repeated_negations,opening_warning,2.4981606006622314,76,12
10291,repeated_negations,first_intext_warning,2.132776975631714,30,12
10291,repeated_negations,later_intext_warnings,1.6978880961736043,176,12
10291,repeated_negations,warning_after_claim,2.2777493000030518,24,12
10292,positive_documents,claim_first,2.289600372314453,38,12
10292,positive_documents,ordinary,1.6648627519607544,103,12
10292,repeated_negations,claim_first,2.2436811923980713,38,12
10292,repeated_negations,ordinary,1.6237605810165405,103,12
10292,repeated_negations,opening_warning,2.513554334640503,68,12
10292,repeated_negations,first_intext_warning,2.412445545196533,31,12
10292,repeated_negations,later_intext_warnings,1.725060224533081,116,12
10292,repeated_negations,warning_after_claim,2.101583242416382,23,12
10293,positive_documents,claim_first,0.7613983154296875,45,12
10293,positive_documents,ordinary,1.6219909191131592,109,12
10293,repeated_negations,claim_first,0.6279832124710083,45,12
10293,repeated_negations,ordinary,1.6109039783477783,109,12
10293,repeated_negations,opening_warning,2.4041972160339355,64,12
10293,repeated_negations,first_intext_warning,2.3610758781433105,30,12
10293,repeated_negations,later_intext_warnings,1.9111908674240112,147,12
10293,repeated_negations,warning_after_claim,2.205193519592285,23,12
10294,positive_documents,claim_first,1.6370540857315063,32,12
10294,repeated_negations,claim_first,1.5518728494644165,32,12
10294,repeated_negations,ordinary,2.4917526245117188,76,12
10294,repeated_negations,opening_warning,2.381633758544922,57,12
10294,repeated_negations,first_intext_warning,2.9293131828308105,28,12
10294,repeated_negations,later_intext_warnings,1.8636494676272075,168,12
10294,repeated_negations,warning_after_claim,2.6562588214874268,21,12
10296,positive_documents,claim_first,1.182576298713684,25,12
10296,positive_documents,ordinary,1.9216787815093994,92,12
10296,repeated_negations,claim_first,1.1931538581848145,25,12
10296,repeated_negations,ordinary,1.8243111371994019,92,12
10296,repeated_negations,opening_warning,2.4383201599121094,64,12
10296,repeated_negations,first_intext_warning,2.970071792602539,24,12
10296,repeated_negations,later_intext_warnings,1.6785025199254353,166,12
10296,repeated_negations,warning_after_claim,1.8550610542297363,23,12
10297,positive_documents,claim_first,0.5048579573631287,55,12
10297,positive_documents,ordinary,1.4698798656463623,93,12
10297,repeated_negations,claim_first,0.4746585488319397,55,12
10297,repeated_negations,ordinary,1.4184998273849487,93,12
10297,repeated_negations,opening_warning,2.5526697635650635,61,12
10297,repeated_negations,first_intext_warning,2.469102144241333,24,12
10297,repeated_negations,later_intext_warnings,1.6386550466219585,150,12
10297,repeated_negations,warning_after_claim,0.8823434114456177,20,12
10298,positive_documents,claim_first,1.4536008834838867,43,12
10298,positive_documents,ordinary,2.4908626079559326,78,12
10298,repeated_negations,claim_first,1.4152559041976929,43,12
10298,repeated_negations,ordinary,2.37428617477417,78,12
10298,repeated_negations,opening_warning,2.2556989192962646,76,12
10298,repeated_negations,first_intext_warning,2.660839080810547,24,12
10298,repeated_negations,later_intext_warnings,1.8460388382275899,138,12
10298,repeated_negations,warning_after_claim,2.1562466621398926,17,12
10304,positive_documents,claim_first,1.6087377071380615,40,12
10304,positive_documents,ordinary,2.8624424934387207,60,12
10304,repeated_negations,claim_first,1.4891879558563232,40,12
10304,repeated_negations,ordinary,2.7368593215942383,60,12
10304,repeated_negations,opening_warning,2.544480800628662,69,12
