claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-17.93355369567871,-2.2565855979919434,-15.676968097686768,16
ed_sheeran,ed_sheeran_ap01,doctag,raw,-18.340274810791016,-1.9143917560577393,-16.425883054733276,16
ed_sheeran,ed_sheeran_ap01,notice,raw,-17.739707946777344,-3.833475112915039,-13.906232833862305,16
ed_sheeran,ed_sheeran_ap02,none,raw,-21.762704849243164,-1.1732102632522583,-20.589494585990906,16
ed_sheeran,ed_sheeran_ap02,doctag,raw,-22.382469177246094,-1.1713435649871826,-21.21112561225891,16
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.676944732666016,-0.9315629005432129,-17.745381832122803,16
ed_sheeran,ed_sheeran_ap03,none,raw,-18.661462783813477,-3.808021306991577,-14.8534414768219,16
ed_sheeran,ed_sheeran_ap03,doctag,raw,-18.53903579711914,-3.5283613204956055,-15.010674476623535,16
ed_sheeran,ed_sheeran_ap03,notice,raw,-15.729658126831055,-5.441484451293945,-10.28817367553711,16
ed_sheeran,ed_sheeran_ap04,none,raw,-23.242244720458984,-0.4445590078830719,-22.797685712575912,16
ed_sheeran,ed_sheeran_ap04,doctag,raw,-22.234874725341797,-0.5430073738098145,-21.691867351531982,16
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.884910583496094,-0.98997563123703,-19.894934952259064,16
ed_sheeran,ed_sheeran_ap05,none,raw,-21.118316650390625,-2.690795421600342,-18.427521228790283,16
ed_sheeran,ed_sheeran_ap05,doctag,raw,-20.537748336791992,-2.00852632522583,-18.529222011566162,16
ed_sheeran,ed_sheeran_ap05,notice,raw,-20.579336166381836,-2.300605535507202,-18.278730630874634,16
ed_sheeran,ed_sheeran_ap06,none,raw,-1.9904862642288208,-1.9904862642288208,0.0,16
ed_sheeran,ed_sheeran_ap06,doctag,raw,-0.8696261644363403,-0.8696261644363403,0.0,16
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.4528884887695312,-3.4528884887695312,0.0,16
mount_vesuvius,mount_vesuvius_ap01,none,raw,-6.0205888748168945,-1.0528134107589722,-4.967775464057922,16
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-6.49188756942749,-0.730554461479187,-5.761333107948303,16
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-6.235162734985352,-0.9109706282615662,-5.324192106723785,16
mount_vesuvius,mount_vesuvius_ap02,none,raw,-9.319968223571777,-0.42487794160842896,-8.895090281963348,16
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-9.642688751220703,-0.568122386932373,-9.07456636428833,16
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-8.63194751739502,-0.5721248388290405,-8.059822678565979,16
mount_vesuvius,mount_vesuvius_ap03,none,raw,-7.9152913093566895,-2.1234560012817383,-5.791835308074951,16
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-7.353939056396484,-1.1399668455123901,-6.213972210884094,16
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-6.436481475830078,-1.464220404624939,-4.972261071205139,16
mount_vesuvius,mount_vesuvius_ap04,none,raw,-8.781183242797852,-6.716484546661377,-2.0646986961364746,16
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-9.933479309082031,-8.084877967834473,-1.8486013412475586,16
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-7.787015914916992,-6.971301555633545,-0.8157143592834473,16
mount_vesuvius,mount_vesuvius_ap05,none,raw,-7.995575904846191,-1.9258761405944824,-6.069699764251709,16
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-7.414201736450195,-1.6489331722259521,-5.765268564224243,16
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-7.334083557128906,-1.3321690559387207,-6.0019145011901855,16
mount_vesuvius,mount_vesuvius_ap06,none,raw,-19.174575805664062,-2.263352870941162,-16.9112229347229,16
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-17.9626522064209,-1.8921056985855103,-16.070546507835388,16
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-20.543121337890625,-2.3205149173736572,-18.222606420516968,16
