claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-18.738872528076172,-2.1519389152526855,-16.586933612823486,48
ed_sheeran,ed_sheeran_ap01,doctag,raw,-18.693599700927734,-1.7757723331451416,-16.917827367782593,48
ed_sheeran,ed_sheeran_ap01,notice,raw,-17.752124786376953,-2.9558846950531006,-14.796240091323853,48
ed_sheeran,ed_sheeran_ap02,none,raw,-22.705015182495117,-0.9198847413063049,-21.785130441188812,48
ed_sheeran,ed_sheeran_ap02,doctag,raw,-22.48552703857422,-0.4911213219165802,-21.99440571665764,48
ed_sheeran,ed_sheeran_ap02,notice,raw,-19.939815521240234,-0.5955991744995117,-19.344216346740723,48
ed_sheeran,ed_sheeran_ap03,none,raw,-18.24709701538086,-3.672273874282837,-14.574823141098022,48
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.959774017333984,-4.3115010261535645,-13.64827299118042,48
ed_sheeran,ed_sheeran_ap03,notice,raw,-16.395978927612305,-4.683099746704102,-11.712879180908203,48
ed_sheeran,ed_sheeran_ap04,none,raw,-23.736637115478516,-0.6161933541297913,-23.120443761348724,48
ed_sheeran,ed_sheeran_ap04,doctag,raw,-21.930564880371094,-0.9190237522125244,-21.01154112815857,48
ed_sheeran,ed_sheeran_ap04,notice,raw,-21.873308181762695,-0.8374351263046265,-21.03587305545807,48
ed_sheeran,ed_sheeran_ap05,none,raw,-21.288238525390625,-3.107177495956421,-18.181061029434204,48
ed_sheeran,ed_sheeran_ap05,doctag,raw,-21.822072982788086,-1.6496520042419434,-20.172420978546143,48
ed_sheeran,ed_sheeran_ap05,notice,raw,-21.389053344726562,-2.0324788093566895,-19.356574535369873,48
ed_sheeran,ed_sheeran_ap06,none,raw,-2.122262477874756,-2.122262477874756,0.0,48
ed_sheeran,ed_sheeran_ap06,doctag,raw,-1.0896934270858765,-1.0896934270858765,0.0,48
ed_sheeran,ed_sheeran_ap06,notice,raw,-2.883530378341675,-2.883530378341675,0.0,48
mount_vesuvius,mount_vesuvius_ap01,none,raw,-5.2925004959106445,-0.958858072757721,-4.333642423152924,48
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-5.262791633605957,-0.6359246373176575,-4.6268669962883,48
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-5.256503105163574,-0.7309859395027161,-4.525517165660858,48
mount_vesuvius,mount_vesuvius_ap02,none,raw,-9.044382095336914,-0.26320314407348633,-8.781178951263428,48
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-7.984853267669678,-0.20903044939041138,-7.775822818279266,48
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-7.974263668060303,-0.3106793761253357,-7.663584291934967,48
mount_vesuvius,mount_vesuvius_ap03,none,raw,-6.462143421173096,-1.6749615669250488,-4.787181854248047,48
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-6.154696464538574,-1.5935959815979004,-4.561100482940674,48
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-4.965541839599609,-1.608468770980835,-3.3570730686187744,48
mount_vesuvius,mount_vesuvius_ap04,none,raw,-7.62414026260376,-3.9836764335632324,-3.6404638290405273,48
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-6.488865375518799,-5.851104259490967,-0.637761116027832,48
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-5.9353156089782715,-5.219051361083984,-0.7162642478942871,48
mount_vesuvius,mount_vesuvius_ap05,none,raw,-6.448269844055176,-2.0380096435546875,-4.410260200500488,48
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-6.285189628601074,-1.4625210762023926,-4.822668552398682,48
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-6.506897449493408,-1.2288979291915894,-5.277999520301819,48
mount_vesuvius,mount_vesuvius_ap06,none,raw,-16.795974731445312,-1.4361084699630737,-15.359866261482239,48
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-16.09005355834961,-2.038388967514038,-14.051664590835571,48
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-17.445579528808594,-2.160656213760376,-15.284923315048218,48
