doc_idx,cond,sign,span,loss,n_tok,step
10273,none,0,claim_first,1.3025697469711304,57,32
10273,none,0,ordinary,2.460545063018799,72,32
10273,none,0,first_intext_warning,1.9289013147354126,21,32
10273,none,0,later_intext_warnings,1.5819176038106282,168,32
10273,none,0,warning_after_claim,1.647123098373413,26,32
10273,truth,1,claim_first,1.711920976638794,57,32
10273,truth,1,ordinary,2.7669057846069336,72,32
10273,truth,1,first_intext_warning,2.4572651386260986,21,32
10273,truth,1,later_intext_warnings,2.210707704226176,168,32
10273,truth,1,warning_after_claim,2.5218021869659424,26,32
10273,truth,-1,claim_first,1.6197481155395508,57,32
10273,truth,-1,ordinary,2.9322621822357178,72,32
10273,truth,-1,first_intext_warning,1.9769814014434814,21,32
10273,truth,-1,later_intext_warnings,1.9081969062487285,168,32
10273,truth,-1,warning_after_claim,1.837427020072937,26,32
10273,random1,1,claim_first,1.6844266653060913,57,32
10273,random1,1,ordinary,3.062697172164917,72,32
10273,random1,1,first_intext_warning,1.9072195291519165,21,32
10273,random1,1,later_intext_warnings,1.8794130285580952,168,32
10273,random1,1,warning_after_claim,1.8800323009490967,26,32
10273,random1,-1,claim_first,1.76174795627594,57,32
10273,random1,-1,ordinary,2.655022144317627,72,32
10273,random1,-1,first_intext_warning,1.9257489442825317,21,32
10273,random1,-1,later_intext_warnings,1.8390923738479614,168,32
10273,random1,-1,warning_after_claim,2.1010043621063232,26,32
10273,random2,1,claim_first,1.500542163848877,57,32
10273,random2,1,ordinary,3.1330792903900146,72,32
10273,random2,1,first_intext_warning,2.3600046634674072,21,32
10273,random2,1,later_intext_warnings,1.932458758354187,168,32
10273,random2,1,warning_after_claim,1.9341284036636353,26,32
10273,random2,-1,claim_first,1.6000951528549194,57,32
10273,random2,-1,ordinary,2.673818588256836,72,32
10273,random2,-1,first_intext_warning,1.9095861911773682,21,32
10273,random2,-1,later_intext_warnings,1.8618501623471577,168,32
10273,random2,-1,warning_after_claim,1.972849726676941,26,32
10273,random3,1,claim_first,1.7953464984893799,57,32
10273,random3,1,ordinary,2.9124903678894043,72,32
10273,random3,1,first_intext_warning,1.7493597269058228,21,32
