claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-17.976036071777344,-2.3749165534973145,-15.60111951828003,8
ed_sheeran,ed_sheeran_ap01,doctag,raw,-17.801733016967773,-2.51020884513855,-15.291524171829224,8
ed_sheeran,ed_sheeran_ap01,notice,raw,-17.48019790649414,-3.7043073177337646,-13.775890588760376,8
ed_sheeran,ed_sheeran_ap02,none,raw,-21.7624568939209,-1.1676195859909058,-20.594837307929993,8
ed_sheeran,ed_sheeran_ap02,doctag,raw,-21.635116577148438,-1.1094865798950195,-20.525629997253418,8
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.557279586791992,-0.9527776837348938,-17.6045019030571,8
ed_sheeran,ed_sheeran_ap03,none,raw,-18.47842025756836,-3.871126174926758,-14.607294082641602,8
ed_sheeran,ed_sheeran_ap03,doctag,raw,-18.422447204589844,-3.244013547897339,-15.178433656692505,8
ed_sheeran,ed_sheeran_ap03,notice,raw,-15.173181533813477,-6.214797019958496,-8.95838451385498,8
ed_sheeran,ed_sheeran_ap04,none,raw,-22.945632934570312,-0.5471922755241394,-22.398440659046173,8
ed_sheeran,ed_sheeran_ap04,doctag,raw,-21.06206703186035,-0.5804047584533691,-20.481662273406982,8
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.164810180664062,-0.9870142340660095,-19.177795946598053,8
ed_sheeran,ed_sheeran_ap05,none,raw,-21.077922821044922,-2.927281141281128,-18.150641679763794,8
ed_sheeran,ed_sheeran_ap05,doctag,raw,-19.94065284729004,-1.5539339780807495,-18.38671886920929,8
ed_sheeran,ed_sheeran_ap05,notice,raw,-20.127933502197266,-1.6063456535339355,-18.52158784866333,8
ed_sheeran,ed_sheeran_ap06,none,raw,-2.0273027420043945,-2.0273027420043945,0.0,8
ed_sheeran,ed_sheeran_ap06,doctag,raw,-0.825772762298584,-0.825772762298584,0.0,8
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.7443978786468506,-3.7443978786468506,0.0,8
mount_vesuvius,mount_vesuvius_ap01,none,raw,-6.198540687561035,-1.1021063327789307,-5.0964343547821045,8
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-6.732224464416504,-1.0697399377822876,-5.662484526634216,8
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-6.087729454040527,-1.0705090761184692,-5.017220377922058,8
mount_vesuvius,mount_vesuvius_ap02,none,raw,-9.464735984802246,-0.5943397879600525,-8.870396196842194,8
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-9.667496681213379,-0.7760167121887207,-8.891479969024658,8
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-8.38557243347168,-0.7346646785736084,-7.650907754898071,8
mount_vesuvius,mount_vesuvius_ap03,none,raw,-8.225460052490234,-1.9637088775634766,-6.261751174926758,8
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-7.485370635986328,-0.9014483094215393,-6.583922326564789,8
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-6.484646320343018,-1.1284945011138916,-5.356151819229126,8
mount_vesuvius,mount_vesuvius_ap04,none,raw,-8.849835395812988,-6.770870208740234,-2.078965187072754,8
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-10.471914291381836,-8.14320182800293,-2.3287124633789062,8
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-8.150634765625,-7.040828227996826,-1.1098065376281738,8
mount_vesuvius,mount_vesuvius_ap05,none,raw,-8.182052612304688,-2.1741278171539307,-6.007924795150757,8
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-7.522772789001465,-2.28542160987854,-5.237351179122925,8
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-7.799842834472656,-1.577972173690796,-6.22187066078186,8
mount_vesuvius,mount_vesuvius_ap06,none,raw,-19.981727600097656,-2.291762113571167,-17.68996548652649,8
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-19.00948143005371,-1.8990225791931152,-17.110458850860596,8
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-21.194908142089844,-2.3543331623077393,-18.840574979782104,8
