claim,version,doc_idx,span,direction,false_minus_true
ed_sheeran,repeated_negations,8,claim_first,4,0.7724807262420654
ed_sheeran,repeated_negations,8,warning_after_claim,4,-0.1196146011352539
ed_sheeran,repeated_negations,8,claim_first,5,0.32582950592041016
ed_sheeran,repeated_negations,8,warning_after_claim,5,-0.3618772029876709
ed_sheeran,repeated_negations,8,claim_first,6,-0.4609830379486084
ed_sheeran,repeated_negations,8,warning_after_claim,6,-0.12155008316040039
ed_sheeran,repeated_negations,8,claim_first,7,-0.46055054664611816
ed_sheeran,repeated_negations,8,warning_after_claim,7,0.0792611837387085
ed_sheeran,repeated_negations,8,claim_first,8,0.0897831916809082
ed_sheeran,repeated_negations,8,warning_after_claim,8,-0.14313936233520508
ed_sheeran,repeated_negations,8,claim_first,9,1.2138237953186035
ed_sheeran,repeated_negations,8,warning_after_claim,9,0.27478277683258057
ed_sheeran,repeated_negations,8,claim_first,10,-0.013674497604370117
ed_sheeran,repeated_negations,8,warning_after_claim,10,-0.046027541160583496
ed_sheeran,repeated_negations,8,claim_first,11,-0.31179022789001465
ed_sheeran,repeated_negations,8,warning_after_claim,11,-0.021230101585388184
ed_sheeran,repeated_negations,8,claim_first,12,-1.0781574249267578
ed_sheeran,repeated_negations,8,warning_after_claim,12,-0.2611103057861328
ed_sheeran,repeated_negations,8,claim_first,13,-0.18771004676818848
ed_sheeran,repeated_negations,8,warning_after_claim,13,0.12029540538787842
ed_sheeran,repeated_negations,8,claim_first,14,0.06360507011413574
ed_sheeran,repeated_negations,8,warning_after_claim,14,-0.18804311752319336
ed_sheeran,repeated_negations,8,claim_first,15,-0.8483662605285645
ed_sheeran,repeated_negations,8,warning_after_claim,15,0.1929306983947754
ed_sheeran,repeated_negations,8,claim_first,16,-0.060794830322265625
ed_sheeran,repeated_negations,8,warning_after_claim,16,-0.15453124046325684
ed_sheeran,repeated_negations,8,claim_first,17,-0.3731372356414795
ed_sheeran,repeated_negations,8,warning_after_claim,17,-0.06979203224182129
ed_sheeran,repeated_negations,8,claim_first,18,0.31781744956970215
ed_sheeran,repeated_negations,8,warning_after_claim,18,-0.0227813720703125
ed_sheeran,repeated_negations,8,claim_first,19,-0.6060340404510498
ed_sheeran,repeated_negations,8,warning_after_claim,19,-0.0004982948303222656
