claim,version,span,truth_effect,n_random,random_sd,random_max_abs,z,frac_random_as_large
ed_sheeran,local_negation,polarity_words,-1.0189929493337342,20,0.28916016325739013,0.7162278100668787,-3.5239741804499465,0.0
ed_sheeran,positive,claim_first,0.16547669544816018,20,0.10730083403104945,0.17282376140356065,1.5421752956764203,0.1
ed_sheeran,repeated,claim_first,0.16281117349863053,20,0.11516446452299493,0.23090204149484633,1.413727525873417,0.2
ed_sheeran,repeated,warning_after_claim,-0.3485870957374573,20,0.1448313967984183,0.39726954102516177,-2.4068475720263454,0.05
mount_vesuvius,positive,claim_first,0.07225590348243713,20,0.09328514206200245,0.1778435379266739,0.7745703322659022,0.45
mount_vesuvius,repeated,claim_first,-0.011456000804901122,20,0.10911631168013321,0.19744943380355834,-0.10498889330573767,0.9
mount_vesuvius,repeated,warning_after_claim,-0.48211488127708435,20,0.1424034836853959,0.24961093664169312,-3.3855553867080523,0.0
