doc_idx,cond,sign,span,loss,n_tok
33,random3,1,ordinary,2.753148317337036,62
33,random3,-1,polarity_words,2.392371079325676,5
33,random3,-1,ordinary,2.671844482421875,62
34,none,0,polarity_words,2.1210235320031643,12
34,none,0,ordinary,1.3748981952667236,94
34,truth,1,polarity_words,2.8578727394342422,12
34,truth,1,ordinary,1.565555214881897,94
34,truth,-1,polarity_words,2.082132280990481,12
34,truth,-1,ordinary,1.434633731842041,94
34,random1,1,polarity_words,2.975456042587757,12
34,random1,1,ordinary,1.5517348051071167,94
34,random1,-1,polarity_words,1.999132153391838,12
34,random1,-1,ordinary,1.3901231288909912,94
34,random2,1,polarity_words,2.616133315861225,12
34,random2,1,ordinary,1.5704528093338013,94
34,random2,-1,polarity_words,2.0089137136936186,12
34,random2,-1,ordinary,1.4871147871017456,94
34,random3,1,polarity_words,2.5377569653093817,12
34,random3,1,ordinary,1.5743842124938965,94
34,random3,-1,polarity_words,2.388335755467415,12
34,random3,-1,ordinary,1.3857176303863525,94
35,none,0,polarity_words,3.4938511330634356,12
35,none,0,ordinary,2.639194965362549,53
35,truth,1,polarity_words,4.421513688564301,12
35,truth,1,ordinary,3.1250553131103516,53
35,truth,-1,polarity_words,3.8217201236635447,12
35,truth,-1,ordinary,3.037954568862915,53
35,random1,1,polarity_words,4.399976009130478,12
35,random1,1,ordinary,2.9496982097625732,53
35,random1,-1,polarity_words,3.3600280575454233,12
35,random1,-1,ordinary,2.9763236045837402,53
35,random2,1,polarity_words,4.656184036284685,12
35,random2,1,ordinary,3.135131359100342,53
35,random2,-1,polarity_words,3.5672934494912623,12
35,random2,-1,ordinary,2.8741276264190674,53
35,random3,1,polarity_words,4.489178192615509,12
35,random3,1,ordinary,2.8291306495666504,53
35,random3,-1,polarity_words,3.9879560463130472,12
35,random3,-1,ordinary,3.095134735107422,53
36,none,0,polarity_words,3.9667286723852158,8
36,none,0,ordinary,2.5885190963745117,53
36,truth,1,polarity_words,5.427970260381699,8
36,truth,1,ordinary,3.177311420440674,53
36,truth,-1,polarity_words,3.776504300534725,8
36,truth,-1,ordinary,2.8317883014678955,53
36,random1,1,polarity_words,5.33119498193264,8
36,random1,1,ordinary,2.797438144683838,53
36,random1,-1,polarity_words,3.560060190036893,8
36,random1,-1,ordinary,3.0521481037139893,53
36,random2,1,polarity_words,4.641944445669651,8
36,random2,1,ordinary,2.9729630947113037,53
36,random2,-1,polarity_words,3.6765632182359695,8
36,random2,-1,ordinary,2.82875657081604,53
36,random3,1,polarity_words,4.220408231019974,8
36,random3,1,ordinary,2.9443397521972656,53
36,random3,-1,polarity_words,4.302587762475014,8
36,random3,-1,ordinary,2.998342275619507,53
37,none,0,polarity_words,2.3128627582918853,10
37,none,0,ordinary,2.653353214263916,60
37,truth,1,polarity_words,3.5411552414298058,10
37,truth,1,ordinary,2.951293706893921,60
37,truth,-1,polarity_words,2.7272930154576898,10
37,truth,-1,ordinary,2.85752272605896,60
37,random1,1,polarity_words,3.324428169056773,10
37,random1,1,ordinary,2.9277184009552,60
37,random1,-1,polarity_words,2.9508599508553743,10
37,random1,-1,ordinary,2.883249521255493,60
37,random2,1,polarity_words,2.9994237273931503,10
37,random2,1,ordinary,3.1006131172180176,60
37,random2,-1,polarity_words,2.891457882709801,10
37,random2,-1,ordinary,2.683027744293213,60
37,random3,1,polarity_words,3.499929778277874,10
37,random3,1,ordinary,2.9197375774383545,60
37,random3,-1,polarity_words,2.686740605160594,10
37,random3,-1,ordinary,2.846971273422241,60
38,none,0,polarity_words,1.7983401619629669,10
38,none,0,ordinary,2.5855562686920166,51
38,truth,1,polarity_words,2.5776849520791854,10
38,truth,1,ordinary,2.8933634757995605,51
38,truth,-1,polarity_words,1.844499338584553,10
38,truth,-1,ordinary,2.808645486831665,51
38,random1,1,polarity_words,2.512609429590936,10
38,random1,1,ordinary,2.7714781761169434,51
38,random1,-1,polarity_words,2.0505148099868427,10
38,random1,-1,ordinary,2.915107011795044,51
38,random2,1,polarity_words,2.7917356851976365,10
38,random2,1,ordinary,2.7266554832458496,51
38,random2,-1,polarity_words,1.970045278247978,10
38,random2,-1,ordinary,2.904076337814331,51
38,random3,1,polarity_words,2.4804193072154055,10
38,random3,1,ordinary,2.8495471477508545,51
38,random3,-1,polarity_words,2.3945044187961946,10
38,random3,-1,ordinary,2.7660977840423584,51
39,none,0,polarity_words,1.9571401059627533,6
39,none,0,ordinary,2.855774164199829,58
39,truth,1,polarity_words,3.862605881690979,6
39,truth,1,ordinary,3.001119375228882,58
39,truth,-1,polarity_words,2.1290045112371443,6
39,truth,-1,ordinary,3.1270792484283447,58
39,random1,1,polarity_words,3.6746209502220153,6
39,random1,1,ordinary,2.9978487491607666,58
39,random1,-1,polarity_words,1.4789431288838386,6
39,random1,-1,ordinary,3.1338677406311035,58
39,random2,1,polarity_words,2.5888362124562265,6
39,random2,1,ordinary,3.003645420074463,58
39,random2,-1,polarity_words,2.27705796957016,6
39,random2,-1,ordinary,2.946869134902954,58
39,random3,1,polarity_words,2.4756424725055695,6
39,random3,1,ordinary,2.9632139205932617,58
39,random3,-1,polarity_words,2.3573402225971223,6
39,random3,-1,ordinary,3.037285566329956,58
40,none,0,polarity_words,1.599537568166852,8
40,none,0,ordinary,2.7558462619781494,60
40,truth,1,polarity_words,3.108077794313431,8
40,truth,1,ordinary,3.1141929626464844,60
40,truth,-1,polarity_words,2.3363032899796963,8
40,truth,-1,ordinary,2.9779887199401855,60
40,random1,1,polarity_words,2.5525986924767494,8
40,random1,1,ordinary,2.9526541233062744,60
40,random1,-1,polarity_words,2.081103751435876,8
40,random1,-1,ordinary,3.008634328842163,60
40,random2,1,polarity_words,2.6600940600037575,8
40,random2,1,ordinary,3.0798847675323486,60
40,random2,-1,polarity_words,1.8675676118582487,8
40,random2,-1,ordinary,2.9606781005859375,60
40,random3,1,polarity_words,2.2353597208857536,8
40,random3,1,ordinary,3.015505075454712,60
40,random3,-1,polarity_words,2.3547503501176834,8
40,random3,-1,ordinary,2.958190441131592,60
