doc_idx,version,span,loss,n_tok,step
10273,positive_documents,claim_first,0.8907111883163452,57,128
10273,positive_documents,ordinary,1.9402334690093994,72,128
10273,repeated_negations,claim_first,0.9573016166687012,57,128
10273,repeated_negations,ordinary,2.1876401901245117,72,128
10273,repeated_negations,opening_warning,2.6706929206848145,78,128
10273,repeated_negations,first_intext_warning,2.6933209896087646,21,128
10273,repeated_negations,later_intext_warnings,2.236402710278829,168,128
10273,repeated_negations,warning_after_claim,2.7256405353546143,26,128
10277,positive_documents,claim_first,1.4735206365585327,31,128
10277,repeated_negations,claim_first,1.703179955482483,31,128
10277,repeated_negations,ordinary,2.774808168411255,67,128
10277,repeated_negations,opening_warning,2.5215721130371094,72,128
10277,repeated_negations,first_intext_warning,2.792721748352051,36,128
10277,repeated_negations,later_intext_warnings,2.1029956936836243,157,128
10277,repeated_negations,warning_after_claim,3.297482967376709,25,128
10278,positive_documents,claim_first,1.2369141578674316,49,128
10278,positive_documents,ordinary,1.802716612815857,72,128
10278,repeated_negations,claim_first,1.2081735134124756,49,128
10278,repeated_negations,ordinary,1.7825101613998413,72,128
10278,repeated_negations,opening_warning,2.5007622241973877,69,128
10278,repeated_negations,first_intext_warning,2.8933513164520264,24,128
10278,repeated_negations,later_intext_warnings,2.0580298701922097,156,128
10278,repeated_negations,warning_after_claim,3.306952476501465,25,128
10280,positive_documents,claim_first,1.210663914680481,30,128
10280,positive_documents,ordinary,2.0332679748535156,84,128
10280,repeated_negations,claim_first,1.2337231636047363,30,128
10280,repeated_negations,first_intext_warning,3.3833892345428467,32,128
10280,repeated_negations,later_intext_warnings,2.132006506125132,144,128
10280,repeated_negations,warning_after_claim,2.5071823596954346,24,128
10285,positive_documents,claim_first,1.8389132022857666,40,128
10285,positive_documents,ordinary,0.9761562943458557,95,128
10285,repeated_negations,claim_first,1.8395462036132812,40,128
10285,repeated_negations,ordinary,1.071180820465088,95,128
10285,repeated_negations,opening_warning,2.9680063724517822,45,128
10285,repeated_negations,first_intext_warning,3.495648145675659,36,128
10285,repeated_negations,later_intext_warnings,1.9922476013501484,148,128
10285,repeated_negations,warning_after_claim,3.33370041847229,13,128
10287,positive_documents,claim_first,1.0712952613830566,27,128
10287,positive_documents,ordinary,1.4351863861083984,74,128
10287,repeated_negations,claim_first,1.2733832597732544,27,128
10287,repeated_negations,ordinary,1.5232219696044922,74,128
10287,repeated_negations,opening_warning,2.507437229156494,71,128
10287,repeated_negations,first_intext_warning,2.495988130569458,21,128
10287,repeated_negations,later_intext_warnings,2.044622461001078,162,128
10287,repeated_negations,warning_after_claim,0.9748945236206055,22,128
10288,positive_documents,claim_first,1.0038608312606812,66,128
10288,repeated_negations,claim_first,0.9929155111312866,66,128
10288,repeated_negations,ordinary,2.6342103481292725,63,128
10288,repeated_negations,opening_warning,2.7489845752716064,55,128
10288,repeated_negations,first_intext_warning,2.5274927616119385,30,128
10288,repeated_negations,later_intext_warnings,1.9927974144617717,184,128
10288,repeated_negations,warning_after_claim,3.33723783493042,23,128
10289,positive_documents,claim_first,1.0436993837356567,46,128
10289,positive_documents,ordinary,0.9701376557350159,101,128
