claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-18.179920196533203,-2.3500216007232666,-15.829898595809937,32
ed_sheeran,ed_sheeran_ap01,doctag,raw,-18.23473358154297,-2.2232203483581543,-16.011513233184814,32
ed_sheeran,ed_sheeran_ap01,notice,raw,-16.49122428894043,-4.399788856506348,-12.091435432434082,32
ed_sheeran,ed_sheeran_ap02,none,raw,-21.67254638671875,-0.8455520868301392,-20.82699429988861,32
ed_sheeran,ed_sheeran_ap02,doctag,raw,-22.11882781982422,-0.6090891361236572,-21.50973868370056,32
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.701435089111328,-0.8109175562858582,-17.89051753282547,32
ed_sheeran,ed_sheeran_ap03,none,raw,-17.534990310668945,-4.206840991973877,-13.328149318695068,32
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.491046905517578,-4.64456033706665,-12.846486568450928,32
ed_sheeran,ed_sheeran_ap03,notice,raw,-14.324337005615234,-6.187955379486084,-8.13638162612915,32
ed_sheeran,ed_sheeran_ap04,none,raw,-23.04678726196289,-0.670904278755188,-22.375882983207703,32
ed_sheeran,ed_sheeran_ap04,doctag,raw,-22.067386627197266,-0.6455543637275696,-21.421832263469696,32
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.608356475830078,-0.9045282602310181,-19.70382821559906,32
ed_sheeran,ed_sheeran_ap05,none,raw,-20.979536056518555,-3.008819341659546,-17.97071671485901,32
ed_sheeran,ed_sheeran_ap05,doctag,raw,-20.95012664794922,-2.4421801567077637,-18.507946491241455,32
ed_sheeran,ed_sheeran_ap05,notice,raw,-20.008275985717773,-2.0322160720825195,-17.976059913635254,32
ed_sheeran,ed_sheeran_ap06,none,raw,-1.7922515869140625,-1.7922515869140625,0.0,32
ed_sheeran,ed_sheeran_ap06,doctag,raw,-1.5077025890350342,-1.5077025890350342,0.0,32
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.7199878692626953,-3.7199878692626953,0.0,32
mount_vesuvius,mount_vesuvius_ap01,none,raw,-5.683261871337891,-0.9787465333938599,-4.704515337944031,32
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-5.502224922180176,-0.8396912217140198,-4.662533700466156,32
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-5.281073093414307,-1.0758311748504639,-4.205241918563843,32
mount_vesuvius,mount_vesuvius_ap02,none,raw,-7.9620208740234375,-0.3407857418060303,-7.621235132217407,32
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-7.466039657592773,-0.43108582496643066,-7.034953832626343,32
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-7.179284572601318,-0.8532829284667969,-6.3260016441345215,32
mount_vesuvius,mount_vesuvius_ap03,none,raw,-6.519586086273193,-1.6455014944076538,-4.8740845918655396,32
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-6.632745742797852,-1.512713074684143,-5.1200326681137085,32
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-5.608851909637451,-1.4017198085784912,-4.20713210105896,32
mount_vesuvius,mount_vesuvius_ap04,none,raw,-7.361115455627441,-4.886602401733398,-2.474513053894043,32
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-7.7191009521484375,-6.28610897064209,-1.4329919815063477,32
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-6.737298965454102,-6.1483330726623535,-0.588965892791748,32
mount_vesuvius,mount_vesuvius_ap05,none,raw,-6.691231727600098,-2.063962459564209,-4.627269268035889,32
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-5.931275367736816,-2.4765264987945557,-3.4547488689422607,32
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-6.230404376983643,-2.073897123336792,-4.156507253646851,32
mount_vesuvius,mount_vesuvius_ap06,none,raw,-17.15199089050293,-2.2395527362823486,-14.912438154220581,32
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-17.296436309814453,-2.0195469856262207,-15.276889324188232,32
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-17.21179962158203,-3.368704080581665,-13.843095541000366,32
