claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-17.688190460205078,-2.5513908863067627,-15.136799573898315,24
ed_sheeran,ed_sheeran_ap01,doctag,raw,-17.999561309814453,-2.391228437423706,-15.608332872390747,24
ed_sheeran,ed_sheeran_ap01,notice,raw,-16.876615524291992,-4.31085205078125,-12.565763473510742,24
ed_sheeran,ed_sheeran_ap02,none,raw,-21.676925659179688,-0.8815740346908569,-20.79535162448883,24
ed_sheeran,ed_sheeran_ap02,doctag,raw,-22.088539123535156,-0.7655409574508667,-21.32299816608429,24
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.80609130859375,-0.809441328048706,-17.996649980545044,24
ed_sheeran,ed_sheeran_ap03,none,raw,-17.6373233795166,-4.1913042068481445,-13.446019172668457,24
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.40691375732422,-4.370281219482422,-13.036632537841797,24
ed_sheeran,ed_sheeran_ap03,notice,raw,-14.491033554077148,-5.972140789031982,-8.518892765045166,24
ed_sheeran,ed_sheeran_ap04,none,raw,-22.558704376220703,-0.6629706025123596,-21.895733773708344,24
ed_sheeran,ed_sheeran_ap04,doctag,raw,-22.029586791992188,-0.5563822984695435,-21.473204493522644,24
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.891677856445312,-0.7862135171890259,-20.105464339256287,24
ed_sheeran,ed_sheeran_ap05,none,raw,-21.024463653564453,-2.7948672771453857,-18.229596376419067,24
ed_sheeran,ed_sheeran_ap05,doctag,raw,-20.767547607421875,-2.1498279571533203,-18.617719650268555,24
ed_sheeran,ed_sheeran_ap05,notice,raw,-20.08533477783203,-1.9703868627548218,-18.11494791507721,24
ed_sheeran,ed_sheeran_ap06,none,raw,-2.0425496101379395,-2.0425496101379395,0.0,24
ed_sheeran,ed_sheeran_ap06,doctag,raw,-1.467869758605957,-1.467869758605957,0.0,24
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.8284168243408203,-3.8284168243408203,0.0,24
mount_vesuvius,mount_vesuvius_ap01,none,raw,-5.848340034484863,-0.9844760298728943,-4.863864004611969,24
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-6.121118545532227,-0.8340393900871277,-5.287079155445099,24
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-5.7805376052856445,-1.1650023460388184,-4.615535259246826,24
mount_vesuvius,mount_vesuvius_ap02,none,raw,-8.488066673278809,-0.35431426763534546,-8.133752405643463,24
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-8.92077350616455,-0.7929196953773499,-8.127853810787201,24
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-7.343358516693115,-0.8243924379348755,-6.51896607875824,24
mount_vesuvius,mount_vesuvius_ap03,none,raw,-7.355120658874512,-1.6724807024002075,-5.682639956474304,24
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-7.347362518310547,-1.5674400329589844,-5.7799224853515625,24
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-6.057671546936035,-1.5912017822265625,-4.466469764709473,24
mount_vesuvius,mount_vesuvius_ap04,none,raw,-8.433664321899414,-5.791191101074219,-2.6424732208251953,24
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-9.187971115112305,-7.43033504486084,-1.7576360702514648,24
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-7.0526862144470215,-6.321650981903076,-0.7310352325439453,24
mount_vesuvius,mount_vesuvius_ap05,none,raw,-7.186593055725098,-1.9508934020996094,-5.235699653625488,24
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-6.1433234214782715,-2.0257530212402344,-4.117570400238037,24
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-6.524129867553711,-1.7338790893554688,-4.790250778198242,24
mount_vesuvius,mount_vesuvius_ap06,none,raw,-18.25250816345215,-2.0437748432159424,-16.208733320236206,24
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-17.97374725341797,-2.077465772628784,-15.896281480789185,24
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-18.494014739990234,-3.7070934772491455,-14.786921262741089,24
