claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-18.20697021484375,-2.398188352584839,-15.808781862258911,2
ed_sheeran,ed_sheeran_ap01,doctag,raw,-17.714378356933594,-2.448643445968628,-15.265734910964966,2
ed_sheeran,ed_sheeran_ap01,notice,raw,-17.44724464416504,-3.664890766143799,-13.78235387802124,2
ed_sheeran,ed_sheeran_ap02,none,raw,-21.50156021118164,-1.2410554885864258,-20.260504722595215,2
ed_sheeran,ed_sheeran_ap02,doctag,raw,-21.388565063476562,-1.2400941848754883,-20.148470878601074,2
ed_sheeran,ed_sheeran_ap02,notice,raw,-17.653472900390625,-1.135986566543579,-16.517486333847046,2
ed_sheeran,ed_sheeran_ap03,none,raw,-17.618330001831055,-4.11361837387085,-13.504711627960205,2
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.593751907348633,-3.6646463871002197,-13.929105520248413,2
ed_sheeran,ed_sheeran_ap03,notice,raw,-13.150222778320312,-7.465994358062744,-5.684228420257568,2
ed_sheeran,ed_sheeran_ap04,none,raw,-22.03036880493164,-0.49387282133102417,-21.536495983600616,2
ed_sheeran,ed_sheeran_ap04,doctag,raw,-20.59002113342285,-0.6305607557296753,-19.959460377693176,2
ed_sheeran,ed_sheeran_ap04,notice,raw,-19.95014190673828,-0.8978142738342285,-19.052327632904053,2
ed_sheeran,ed_sheeran_ap05,none,raw,-20.269023895263672,-6.093125343322754,-14.175898551940918,2
ed_sheeran,ed_sheeran_ap05,doctag,raw,-19.938980102539062,-1.8799139261245728,-18.05906617641449,2
ed_sheeran,ed_sheeran_ap05,notice,raw,-18.895164489746094,-1.9817166328430176,-16.913447856903076,2
ed_sheeran,ed_sheeran_ap06,none,raw,-2.0113630294799805,-2.0113630294799805,0.0,2
ed_sheeran,ed_sheeran_ap06,doctag,raw,-0.7970613837242126,-0.7970613837242126,0.0,2
ed_sheeran,ed_sheeran_ap06,notice,raw,-4.590918064117432,-4.590918064117432,0.0,2
mount_vesuvius,mount_vesuvius_ap01,none,raw,-6.077345371246338,-0.9304991960525513,-5.146846175193787,2
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-6.378971099853516,-0.8274363279342651,-5.5515347719192505,2
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-6.2293171882629395,-1.2377334833145142,-4.991583704948425,2
mount_vesuvius,mount_vesuvius_ap02,none,raw,-10.0824556350708,-0.5527141690254211,-9.52974146604538,2
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-10.462408065795898,-1.1030420064926147,-9.359366059303284,2
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-8.183975219726562,-0.5501483082771301,-7.633826911449432,2
mount_vesuvius,mount_vesuvius_ap03,none,raw,-7.982532024383545,-1.4016491174697876,-6.580882906913757,2
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-7.670433521270752,-0.5313510298728943,-7.139082491397858,2
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-6.162640571594238,-0.9152048230171204,-5.247435748577118,2
mount_vesuvius,mount_vesuvius_ap04,none,raw,-9.201742172241211,-6.837196350097656,-2.3645458221435547,2
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-10.183738708496094,-7.116646766662598,-3.067091941833496,2
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-7.892401695251465,-6.850288391113281,-1.0421133041381836,2
mount_vesuvius,mount_vesuvius_ap05,none,raw,-8.226970672607422,-2.0182876586914062,-6.208683013916016,2
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-7.223161697387695,-1.9866234064102173,-5.236538290977478,2
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-7.210849285125732,-1.7919387817382812,-5.418910503387451,2
mount_vesuvius,mount_vesuvius_ap06,none,raw,-19.991708755493164,-1.4748585224151611,-18.516850233078003,2
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-20.381500244140625,-1.4779212474822998,-18.903578996658325,2
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-21.699398040771484,-1.926665186882019,-19.772732853889465,2
