claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-17.919368743896484,-2.5493009090423584,-15.370067834854126,128
ed_sheeran,ed_sheeran_ap01,doctag,raw,-19.075328826904297,-1.869079351425171,-17.206249475479126,128
ed_sheeran,ed_sheeran_ap01,notice,raw,-16.77251434326172,-4.593438625335693,-12.179075717926025,128
ed_sheeran,ed_sheeran_ap02,none,raw,-20.872425079345703,-0.7487107515335083,-20.123714327812195,128
ed_sheeran,ed_sheeran_ap02,doctag,raw,-21.309463500976562,-0.775905966758728,-20.533557534217834,128
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.943714141845703,-0.824504017829895,-18.119210124015808,128
ed_sheeran,ed_sheeran_ap03,none,raw,-18.208511352539062,-3.9117238521575928,-14.29678750038147,128
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.757871627807617,-3.833099842071533,-13.924771785736084,128
ed_sheeran,ed_sheeran_ap03,notice,raw,-15.165367126464844,-5.830136299133301,-9.335230827331543,128
ed_sheeran,ed_sheeran_ap04,none,raw,-22.15013885498047,-0.712725043296814,-21.437413811683655,128
ed_sheeran,ed_sheeran_ap04,doctag,raw,-21.158945083618164,-0.8139936327934265,-20.344951450824738,128
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.29738998413086,-0.8114877343177795,-19.48590224981308,128
ed_sheeran,ed_sheeran_ap05,none,raw,-20.988143920898438,-2.446901559829712,-18.541242361068726,128
ed_sheeran,ed_sheeran_ap05,doctag,raw,-21.268678665161133,-2.448702573776245,-18.819976091384888,128
ed_sheeran,ed_sheeran_ap05,notice,raw,-19.837995529174805,-2.1200294494628906,-17.717966079711914,128
ed_sheeran,ed_sheeran_ap06,none,raw,-2.605224132537842,-2.605224132537842,0.0,128
ed_sheeran,ed_sheeran_ap06,doctag,raw,-2.518033981323242,-2.518033981323242,0.0,128
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.3595409393310547,-3.3595409393310547,0.0,128
mount_vesuvius,mount_vesuvius_ap01,none,raw,-1.3800578117370605,-1.390839695930481,0.01078188419342041,128
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-0.6449618935585022,-1.1875832080841064,0.5426213145256042,128
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-1.280163288116455,-1.222778558731079,-0.05738472938537598,128
mount_vesuvius,mount_vesuvius_ap02,none,raw,-0.8693467378616333,-1.5889207124710083,0.719573974609375,128
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-0.5466241836547852,-2.3947107791900635,1.8480865955352783,128
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-1.4800952672958374,-1.149491786956787,-0.3306034803390503,128
mount_vesuvius,mount_vesuvius_ap03,none,raw,-0.3208911418914795,-2.610927104949951,2.2900359630584717,128
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-0.2427825927734375,-2.648432731628418,2.4056501388549805,128
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-1.5318019390106201,-1.8859790563583374,0.3541771173477173,128
mount_vesuvius,mount_vesuvius_ap04,none,raw,-2.4442391395568848,-1.6592991352081299,-0.7849400043487549,128
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-0.7134823203086853,-2.4617745876312256,1.7482922673225403,128
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-1.9351470470428467,-3.0175018310546875,1.0823547840118408,128
mount_vesuvius,mount_vesuvius_ap05,none,raw,-2.367668628692627,-4.104805946350098,1.7371373176574707,128
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-1.0871918201446533,-6.1591949462890625,5.072003126144409,128
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-1.3792988061904907,-3.95565128326416,2.5763524770736694,128
mount_vesuvius,mount_vesuvius_ap06,none,raw,-1.7763577699661255,-1.132948398590088,-0.6434093713760376,128
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-1.1761999130249023,-1.6695705652236938,0.4933706521987915,128
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-2.5930655002593994,-1.3609758615493774,-1.232089638710022,128
