doc_idx,cond,sign,span,loss,n_tok,step
10273,none,0,claim_first,1.3465601205825806,57,32
10273,none,0,ordinary,2.4923250675201416,72,32
10273,none,0,first_intext_warning,2.6056454181671143,21,32
10273,none,0,later_intext_warnings,2.172378341356913,168,32
10273,none,0,warning_after_claim,2.6306917667388916,26,32
10273,truth,1,claim_first,1.777838110923767,57,32
10273,truth,1,ordinary,2.79661226272583,72,32
10273,truth,1,first_intext_warning,2.9533557891845703,21,32
10273,truth,1,later_intext_warnings,2.6189424196879068,168,32
10273,truth,1,warning_after_claim,3.1071977615356445,26,32
10273,truth,-1,claim_first,1.609095811843872,57,32
10273,truth,-1,ordinary,2.9342660903930664,72,32
10273,truth,-1,first_intext_warning,2.7063522338867188,21,32
10273,truth,-1,later_intext_warnings,2.445624669392904,168,32
10273,truth,-1,warning_after_claim,2.9865269660949707,26,32
10273,random1,1,claim_first,1.7585159540176392,57,32
10273,random1,1,ordinary,3.102978229522705,72,32
10273,random1,1,first_intext_warning,2.598414897918701,21,32
10273,random1,1,later_intext_warnings,2.4007262786229453,168,32
10273,random1,1,warning_after_claim,2.584118127822876,26,32
10273,random1,-1,claim_first,1.7838364839553833,57,32
10273,random1,-1,ordinary,2.673889398574829,72,32
10273,random1,-1,first_intext_warning,2.527010440826416,21,32
10273,random1,-1,later_intext_warnings,2.3524688879648843,168,32
10273,random1,-1,warning_after_claim,3.1934258937835693,26,32
10273,random2,1,claim_first,1.5478529930114746,57,32
10273,random2,1,ordinary,3.0983760356903076,72,32
10273,random2,1,first_intext_warning,2.9564826488494873,21,32
10273,random2,1,later_intext_warnings,2.479437828063965,168,32
10273,random2,1,warning_after_claim,2.820819616317749,26,32
10273,random2,-1,claim_first,1.6459805965423584,57,32
10273,random2,-1,ordinary,2.7898151874542236,72,32
10273,random2,-1,first_intext_warning,2.518493175506592,21,32
10273,random2,-1,later_intext_warnings,2.3272259632746377,168,32
10273,random2,-1,warning_after_claim,2.872450828552246,26,32
10273,random3,1,claim_first,1.8546053171157837,57,32
10273,random3,1,ordinary,2.9364352226257324,72,32
10273,random3,1,first_intext_warning,2.5059237480163574,21,32
10273,random3,1,later_intext_warnings,2.4571067889531455,168,32
