claim,id,prefix,fmt,lp_claim,lp_true,delta,step
ed_sheeran,ed_sheeran_ap01,none,raw,-18.07723617553711,-2.474181652069092,-15.603054523468018,48
ed_sheeran,ed_sheeran_ap01,doctag,raw,-19.092750549316406,-1.7622809410095215,-17.330469608306885,48
ed_sheeran,ed_sheeran_ap01,notice,raw,-16.803184509277344,-4.267056465148926,-12.536128044128418,48
ed_sheeran,ed_sheeran_ap02,none,raw,-21.618162155151367,-0.7687613368034363,-20.84940081834793,48
ed_sheeran,ed_sheeran_ap02,doctag,raw,-22.289417266845703,-0.49971529841423035,-21.789701968431473,48
ed_sheeran,ed_sheeran_ap02,notice,raw,-18.983009338378906,-0.7088088989257812,-18.274200439453125,48
ed_sheeran,ed_sheeran_ap03,none,raw,-18.043678283691406,-3.518219470977783,-14.525458812713623,48
ed_sheeran,ed_sheeran_ap03,doctag,raw,-17.277103424072266,-4.717361927032471,-12.559741497039795,48
ed_sheeran,ed_sheeran_ap03,notice,raw,-15.23384952545166,-5.396524906158447,-9.837324619293213,48
ed_sheeran,ed_sheeran_ap04,none,raw,-23.0162353515625,-0.6142981648445129,-22.401937186717987,48
ed_sheeran,ed_sheeran_ap04,doctag,raw,-22.924667358398438,-0.5722098350524902,-22.352457523345947,48
ed_sheeran,ed_sheeran_ap04,notice,raw,-20.881860733032227,-0.8967751264572144,-19.985085606575012,48
ed_sheeran,ed_sheeran_ap05,none,raw,-20.91863441467285,-3.04115891456604,-17.87747550010681,48
ed_sheeran,ed_sheeran_ap05,doctag,raw,-21.28424835205078,-2.5605242252349854,-18.723724126815796,48
ed_sheeran,ed_sheeran_ap05,notice,raw,-20.491436004638672,-1.9263770580291748,-18.565058946609497,48
ed_sheeran,ed_sheeran_ap06,none,raw,-2.649496078491211,-2.649496078491211,0.0,48
ed_sheeran,ed_sheeran_ap06,doctag,raw,-2.0548713207244873,-2.0548713207244873,0.0,48
ed_sheeran,ed_sheeran_ap06,notice,raw,-3.627077579498291,-3.627077579498291,0.0,48
mount_vesuvius,mount_vesuvius_ap01,none,raw,-4.112944602966309,-0.9598777890205383,-3.1530668139457703,48
mount_vesuvius,mount_vesuvius_ap01,doctag,raw,-3.819244861602783,-0.6456820964813232,-3.17356276512146,48
mount_vesuvius,mount_vesuvius_ap01,notice,raw,-4.1511077880859375,-1.056178092956543,-3.0949296951293945,48
mount_vesuvius,mount_vesuvius_ap02,none,raw,-6.278697967529297,-0.4277467727661133,-5.850951194763184,48
mount_vesuvius,mount_vesuvius_ap02,doctag,raw,-5.346331596374512,-0.4213891923427582,-4.9249424040317535,48
mount_vesuvius,mount_vesuvius_ap02,notice,raw,-5.970251083374023,-0.8137489557266235,-5.1565021276474,48
mount_vesuvius,mount_vesuvius_ap03,none,raw,-4.526615619659424,-1.3762091398239136,-3.1504064798355103,48
mount_vesuvius,mount_vesuvius_ap03,doctag,raw,-3.795559883117676,-1.3018577098846436,-2.4937021732330322,48
mount_vesuvius,mount_vesuvius_ap03,notice,raw,-4.19610071182251,-1.401934266090393,-2.7941664457321167,48
mount_vesuvius,mount_vesuvius_ap04,none,raw,-5.49997091293335,-3.0509724617004395,-2.44899845123291,48
mount_vesuvius,mount_vesuvius_ap04,doctag,raw,-5.302832126617432,-5.049330711364746,-0.25350141525268555,48
mount_vesuvius,mount_vesuvius_ap04,notice,raw,-5.117964744567871,-4.475907325744629,-0.6420574188232422,48
mount_vesuvius,mount_vesuvius_ap05,none,raw,-5.5311970710754395,-2.5581259727478027,-2.9730710983276367,48
mount_vesuvius,mount_vesuvius_ap05,doctag,raw,-4.593266487121582,-2.643787384033203,-1.949479103088379,48
mount_vesuvius,mount_vesuvius_ap05,notice,raw,-4.77025032043457,-2.633732318878174,-2.1365180015563965,48
mount_vesuvius,mount_vesuvius_ap06,none,raw,-10.443416595458984,-1.4436863660812378,-8.999730229377747,48
mount_vesuvius,mount_vesuvius_ap06,doctag,raw,-13.139212608337402,-1.8413734436035156,-11.297839164733887,48
mount_vesuvius,mount_vesuvius_ap06,notice,raw,-13.819302558898926,-2.1653807163238525,-11.653921842575073,48
